10000 0.000293 0.000177
20000 0.000374 0.000177
30000 0.000446 0.000177
40000 0.000577 0.000212
50000 0.000631 0.000189
60000 0.000634 0.000173
70000 0.000792 0.000213
80000 0.000810 0.000177
90000 0.000899 0.000206
100000 0.000981 0.000177
110000 0.001087 0.000180
120000 0.001164 0.000177
130000 0.001347 0.000180
140000 0.001306 0.000173
150000 0.001409 0.000177
160000 0.001394 0.000173
170000 0.001619 0.000173
180000 0.001763 0.000177
190000 0.001890 0.000188
200000 0.002122 0.000189
