10000 0.000188 0.000119
20000 0.000231 0.000118
30000 0.000302 0.000117
40000 0.000352 0.000118
50000 0.000465 0.000121
60000 0.000485 0.000121
70000 0.000572 0.000121
80000 0.000673 0.000121
90000 0.000807 0.000126
100000 0.000894 0.000061
110000 0.001117 0.000137
120000 0.001166 0.000136
130000 0.001254 0.000127
140000 0.001209 0.000087
150000 0.001300 0.000101
160000 0.001398 0.000130
170000 0.001544 0.000113
180000 0.001565 0.000117
190000 0.001707 0.000115
200000 0.001784 0.000134
