10000 0.001153 0.000613
20000 0.001079 0.000602
30000 0.001049 0.000601
40000 0.001105 0.000572
50000 0.001075 0.000572
60000 0.001076 0.000573
70000 0.001105 0.000604
80000 0.001076 0.000600
90000 0.001077 0.000573
100000 0.001116 0.000604
110000 0.001104 0.000602
120000 0.001119 0.000605
130000 0.001078 0.000572
140000 0.001084 0.000574
150000 0.001075 0.000603
160000 0.001077 0.000600
170000 0.001077 0.000572
180000 0.001088 0.000572
190000 0.001106 0.000602
200000 0.001160 0.000605
