10000 0.000167 0.000125
20000 0.000178 0.000123
30000 0.000177 0.000123
40000 0.000176 0.000122
50000 0.000180 0.000123
60000 0.000178 0.000123
70000 0.000180 0.000123
80000 0.000179 0.000124
90000 0.000180 0.000125
100000 0.000179 0.000124
110000 0.000188 0.000125
120000 0.000179 0.000122
130000 0.000185 0.000124
140000 0.000186 0.000126
150000 0.000189 0.000124
160000 0.000182 0.000123
170000 0.000179 0.000124
180000 0.000184 0.000124
190000 0.000192 0.000126
200000 0.000186 0.000125
